"PVWatts: Hourly PV Performance Data"
"Requested Location:","78249"
"Location:","SAN ANTONIO INTL AP, TX"
"Lat (deg N):","29.53"
"Long (deg W):","98.47"
"Elev (m):","247"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","16.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","6","17","148","22","27.2","1.5","58.095","28.168","165.12","139.772"
"11","6","18","0","0","25.6","0","0","25.6","0","0"
"11","6","19","0","0","24.4","0","0","24.4","0","0"
"11","6","20","0","0","25","2.1","0","25","0","0"
"11","6","21","0","0","23.9","2.6","0","23.9","0","0"
"11","6","22","0","0","23.3","2.1","0","23.3","0","0"
"11","6","23","0","0","22.8","2.1","0","22.8","0","0"
"11","7","0","0","0","22.2","0","0","22.2","0","0"
"11","7","1","0","0","22.8","1.5","0","22.8","0","0"
"11","7","2","0","0","22.8","2.1","0","22.8","0","0"
"11","7","3","0","0","22.8","2.1","0","22.8","0","0"
"11","7","4","0","0","22.8","2.1","0","22.8","0","0"
"11","7","5","0","0","22.8","2.1","0","22.8","0","0"
"11","7","6","0","0","22.2","2.1","0","22.2","0","0"
"11","7","7","2","33","22.2","2.1","32.205","21.318","112.287","87.951"
"11","7","8","0","93","22.8","1.5","90.328","23.672","312.667","284.365"
"11","7","9","9","193","23.9","2.1","197.533","27.764","670.325","634.092"
"11","7","10","0","273","24.4","2.1","273.289","30.591","915.411","873.115"
"11","7","11","93","237","26.1","2.1","335.888","34.156","1105.266","1057.921"
"11","7","12","221","284","28.3","3.6","517.141","39.181","1659.597","1595.752"
"11","7","13","295","312","29.4","2.6","601.345","43.885","1882.993","1811.759"
"11","7","14","99","290","29.4","3.1","380.182","38.326","1223.887","1173.231"
"11","7","15","98","213","29.4","3.1","282.728","35.589","918.435","876.06"
"11","7","16","87","92","30","1.5","133.109","33.287","427.852","397.115"
"11","7","17","18","27","28.3","2.1","31.577","28.035","103.211","79.047"
"11","7","18","0","0","27.2","2.1","0","27.2","0","0"
"11","7","19","0","0","27.2","3.1","0","27.2","0","0"
"11","7","20","0","0","24.4","0","0","24.4","0","0"
"11","7","21","0","0","24.4","3.1","0","24.4","0","0"
"11","7","22","0","0","23.3","2.1","0","23.3","0","0"
"11","7","23","0","0","23.3","2.1","0","23.3","0","0"
"11","8","0","0","0","23.3","2.1","0","23.3","0","0"
"11","8","1","0","0","23.3","2.6","0","23.3","0","0"
"11","8","2","0","0","23.3","2.1","0","23.3","0","0"
"11","8","3","0","0","22.8","1.5","0","22.8","0","0"
"11","8","4","0","0","22.8","2.1","0","22.8","0","0"
"11","8","5","0","0","22.8","2.1","0","22.8","0","0"
"11","8","6","0","0","22.8","2.1","0","22.8","0","0"
"11","8","7","7","43","22.8","2.1","44.842","22.277","154.778","129.63"
"11","8","8","206","108","24.4","2.6","218.205","28.418","717.095","679.745"
"11","8","9","674","109","26.1","2.6","579.354","39.336","1832.824","1763.287"
"11","8","10","752","129","27.8","3.1","760.987","45.22","2359.372","2270.961"
"11","8","11","807","141","30","3.1","882.253","50.432","2668.347","2567.76"
"11","8","12","825","143","31.1","3.6","916.337","51.523","2756.345","2652.142"
"11","8","13","811","137","32.2","4.6","859.323","49.974","2603.557","2505.59"
"11","8","14","759","123","31.7","5.2","719.857","45.634","2220.965","2137.743"
"11","8","15","658","98","31.1","4.6","507.539","41.572","1572.218","1511.148"
"11","8","16","442","65","29.4","3.6","250.916","34.843","761.435","723.008"
"11","8","17","62","25","26.7","6.2","42.114","26.755","130.293","105.615"
"11","8","18","0","0","23.3","6.2","0","23.3","0","0"
"11","8","19","0","0","22.2","3.6","0","22.2","0","0"
"11","8","20","0","0","21.1","4.1","0","21.1","0","0"
"11","8","21","0","0","19.4","2.6","0","19.4","0","0"
"11","8","22","0","0","17.2","2.6","0","17.2","0","0"
"11","8","23","0","0","17.2","3.1","0","17.2","0","0"
"11","9","0","0","0","16.7","4.6","0","16.7","0","0"
"11","9","1","0","0","15.6","4.1","0","15.6","0","0"
"11","9","2","0","0","13.3","3.1","0","13.3","0","0"
"11","9","3","0","0","12.8","2.6","0","12.8","0","0"
"11","9","4","0","0","11.7","2.6","0","11.7","0","0"
"11","9","5","0","0","10","0","0","10","0","0"
"11","9","6","19","1","9.4","0","3.408","6.086","8.442","0"
"11","9","7","534","20","10.6","2.1","160.181","12.976","466.221","434.648"
"11","9","8","812","35","15.6","2.1","425.506","25.626","1373.032","1318.044"
"11","9","9","919","47","18.9","2.6","661.848","34.735","2136.021","2055.904"
"11","9","10","969","56","21.7","1.5","840.356","45.593","2598.372","2500.614"
"11","9","11","994","61","23.3","1.5","947.627","50.452","2864.986","2756.228"
"11","9","12","1000","62","23.9","2.1","973.053","49.684","2955.279","2842.657"
"11","9","13","992","59","24.4","2.1","917.417","48.9","2794.426","2688.637"
"11","9","14","961","53","25","2.1","781.618","46.051","2403.268","2313.177"
"11","9","15","895","42","25","2.1","575.905","40.622","1783.684","1715.788"
"11","9","16","741","29","23.9","2.1","320.229","32.468","957.755","914.359"
"11","9","17","274","15","22.2","0","75.252","26.22","198.097","172.104"
"11","9","18","0","0","20.6","0","0","20.6","0","0"
"11","9","19","0","0","15.6","0","0","15.6","0","0"
"11","9","20","0","0","13.3","0","0","13.3","0","0"
"11","9","21","0","0","11.7","0","0","11.7","0","0"
"11","9","22","0","0","11.7","0","0","11.7","0","0"
"11","9","23","0","0","9.4","2.1","0","9.4","0","0"
"11","10","0","0","0","9.4","1.5","0","9.4","0","0"
"11","10","1","0","0","8.3","0","0","8.3","0","0"
"11","10","2","0","0","8.3","0","0","8.3","0","0"
"11","10","3","0","0","8.9","2.1","0","8.9","0","0"
"11","10","4","0","0","8.3","2.1","0","8.3","0","0"
"11","10","5","0","0","7.8","0","0","7.8","0","0"
"11","10","6","11","1","8.3","0","2.386","5.382","6.454","0"
"11","10","7","271","21","10","2.1","98.284","10.658","301.297","273.229"
"11","10","8","12","98","15","0","101.478","17.354","360.293","330.998"
"11","10","9","885","48","19.4","0","638.934","41.923","1988.708","1913.829"
"11","10","10","935","57","21.7","3.1","812.455","40.53","2578.042","2481.098"
"11","10","11","960","62","23.3","2.6","916.845","45.971","2838.093","2730.471"
"11","10","12","970","64","25","0","946.443","60.949","2702.192","2600.223"
"11","10","13","963","61","25","0","893.208","59.595","2566.475","2469.993"
"11","10","14","927","54","25.6","4.1","755.915","42.037","2372.688","2283.769"
"11","10","15","866","43","26.1","1.5","559","42.748","1712.446","1646.891"
"11","10","16","715","30","25","2.6","310.911","32.689","929.172","886.52"
"11","10","17","251","15","23.3","1.5","70.866","24.739","189.405","163.583"
"11","10","18","0","0","21.1","1.5","0","21.1","0","0"
"11","10","19","0","0","18.9","1.5","0","18.9","0","0"
"11","10","20","0","0","14.4","0","0","14.4","0","0"
"11","10","21","0","0","12.8","0","0","12.8","0","0"
"11","10","22","0","0","12.2","1.5","0","12.2","0","0"
"11","10","23","0","0","12.8","0","0","12.8","0","0"
"11","11","0","0","0","11.7","2.1","0","11.7","0","0"
"11","11","1","0","0","10.6","2.1","0","10.6","0","0"
"11","11","2","0","0","10.6","0","0","10.6","0","0"
"11","11","3","0","0","10","0","0","10","0","0"
"11","11","4","0","0","10.6","0","0","10.6","0","0"
"11","11","5","0","0","12.2","0","0","12.2","0","0"
"11","11","6","0","0","12.8","0","0","12.8","0","0"
"11","11","7","3","21","14.4","0","20.633","11.296","74.89","51.257"
"11","11","8","15","118","16.1","0","124.515","18.539","439.663","408.67"
"11","11","9","58","256","17.8","1.5","310.862","25.375","1065.005","1018.756"
"11","11","10","171","287","20.6","0","447.072","38.063","1441.085","1384.057"
"11","11","11","88","292","22.8","3.1","381.777","31.379","1273.43","1221.356"
"11","11","12","519","297","23.3","2.1","806.634","43.517","2531.212","2436.129"
"11","11","13","715","161","24.4","4.1","804.342","41.691","2544.385","2448.78"
"11","11","14","636","146","25","4.1","650.302","39.097","2075.102","1997.173"
"11","11","15","730","68","25.6","2.1","511.517","39.227","1598.647","1536.745"
"11","11","16","575","45","25.6","1.5","276.954","33.713","832.064","791.887"
"11","11","17","132","20","23.9","0","52.815","26.617","151.812","126.721"
"11","11","18","0","0","21.1","0","0","21.1","0","0"
"11","11","19","0","0","18.9","0","0","18.9","0","0"
"11","11","20","0","0","18.3","0","0","18.3","0","0"
"11","11","21","0","0","20","3.6","0","20","0","0"
"11","11","22","0","0","19.4","3.1","0","19.4","0","0"
"11","11","23","0","0","18.3","2.6","0","18.3","0","0"
"11","12","0","0","0","16.7","0","0","16.7","0","0"
"11","12","1","0","0","15.6","0","0","15.6","0","0"
"11","12","2","0","0","16.1","2.1","0","16.1","0","0"
"11","12","3","0","0","16.7","0","0","16.7","0","0"
"11","12","4","0","0","17.2","0","0","17.2","0","0"
"11","12","5","0","0","17.2","0","0","17.2","0","0"
"11","12","6","0","1","18.3","2.1","0","18.3","0","0"
"11","12","7","18","39","18.3","2.1","45.605","17.849","158.305","133.088"
"11","12","8","255","105","18.9","2.6","236.76","23.3","792.891","753.689"
"11","12","9","132","173","20","3.1","271.368","25.478","925.701","883.139"
"11","12","10","72","247","22.8","2.6","313.578","29.766","1053.461","1007.524"
"11","12","11","130","236","23.3","2.1","366.91","32.264","1218.305","1167.808"
"11","12","12","137","321","24.4","3.1","471.173","34.845","1545.235","1485.008"
"11","12","13","170","298","26.1","6.2","467.405","33.755","1540.326","1480.253"
"11","12","14","47","247","26.7","3.6","293.171","32.954","969.745","926.035"
"11","12","15","431","169","26.7","4.1","446.313","35.552","1432.953","1376.171"
"11","12","16","194","77","26.7","3.1","161.545","30.202","514.026","481.393"
"11","12","17","30","17","25.6","3.6","24.121","25.154","76.397","52.735"
"11","12","18","0","0","24.4","2.1","0","24.4","0","0"
"11","12","19","0","0","23.9","3.6","0","23.9","0","0"
"11","12","20","0","0","22.8","4.1","0","22.8","0","0"
"11","12","21","0","0","21.7","4.1","0","21.7","0","0"
"11","12","22","0","0","21.1","3.1","0","21.1","0","0"
"11","12","23","0","0","20.6","3.1","0","20.6","0","0"
"11","13","0","0","0","20.6","2.6","0","20.6","0","0"
"11","13","1","0","0","20.6","2.6","0","20.6","0","0"
"11","13","2","0","0","20.6","2.6","0","20.6","0","0"
"11","13","3","0","0","20.6","2.6","0","20.6","0","0"
"11","13","4","0","0","20.6","2.6","0","20.6","0","0"
"11","13","5","0","0","20","2.1","0","20","0","0"
"11","13","6","0","0","20","2.1","0","20","0","0"
"11","13","7","2","24","17.2","3.1","23.242","16.163","82.843","59.062"
"11","13","8","1","96","19.4","5.2","94.568","20","332.845","304.124"
"11","13","9","2","113","18.9","3.1","110.223","20.177","387.672","357.797"
"11","13","10","54","101","18.9","2.6","148.694","21.272","519.604","486.846"
"11","13","11","131","306","22.8","3.6","446.476","31.726","1486.519","1428.107"
"11","13","12","216","251","22.8","4.1","474.082","32.528","1572.14","1511.073"
"11","13","13","3","349","21.7","2.6","358.65","30.315","1202.912","1152.85"
"11","13","14","26","236","22.2","2.1","255.496","28.411","864.212","823.225"
"11","13","15","2","140","22.2","2.1","139.107","25.018","478.36","446.519"
"11","13","16","51","60","22.2","1.5","83.315","23.283","281.262","253.604"
"11","13","17","21","27","22.2","2.6","32.698","21.638","109.623","85.338"
"11","13","18","0","0","21.1","0","0","21.1","0","0"
"11","13","19","0","0","20.6","1.5","0","20.6","0","0"
"11","13","20","0","0","20.6","2.1","0","20.6","0","0"
"11","13","21","0","0","20.6","2.1","0","20.6","0","0"
"11","13","22","0","0","21.1","2.1","0","21.1","0","0"
"11","13","23","0","0","21.1","2.1","0","21.1","0","0"
"11","14","0","0","0","21.1","2.1","0","21.1","0","0"
"11","14","1","0","0","21.7","2.1","0","21.7","0","0"
"11","14","2","0","0","21.7","2.1","0","21.7","0","0"
"11","14","3","0","0","22.2","2.6","0","22.2","0","0"
"11","14","4","0","0","21.7","2.1","0","21.7","0","0"
"11","14","5","0","0","21.7","2.1","0","21.7","0","0"
"11","14","6","0","0","21.1","2.1","0","21.1","0","0"
"11","14","7","45","42","21.7","2.1","59.635","21.651","198.91","172.902"
"11","14","8","81","136","22.8","2.6","181.437","25.917","612.502","577.625"
"11","14","9","371","191","23.9","2.6","454.069","34.046","1479.779","1421.574"
"11","14","10","9","278","25","3.6","287.539","31.085","960.705","917.232"
"11","14","11","675","177","26.7","3.6","801.928","43.613","2513.288","2418.913"
"11","14","12","814","108","27.2","3.6","857.656","46.322","2651.052","2551.168"
"11","14","13","827","88","27.8","4.1","803.078","45.101","2494.917","2401.264"
"11","14","14","862","66","27.8","3.6","716.487","43.922","2226.692","2143.259"
"11","14","15","723","57","27.8","4.1","492.257","38.43","1542.574","1482.431"
"11","14","16","582","45","26.1","3.6","278.384","32.075","841.814","801.393"
"11","14","17","130","21","25","2.6","53.849","25.596","156.552","131.37"
"11","14","18","0","0","23.9","2.1","0","23.9","0","0"
"11","14","19","0","0","22.2","1.5","0","22.2","0","0"
"11","14","20","0","0","21.1","2.1","0","21.1","0","0"
"11","14","21","0","0","20","0","0","20","0","0"
"11","14","22","0","0","19.4","0","0","19.4","0","0"
"11","14","23","0","0","20","0","0","20","0","0"
"11","15","0","0","0","21.1","2.1","0","21.1","0","0"
"11","15","1","0","0","22.8","2.6","0","22.8","0","0"
"11","15","2","0","0","22.8","2.6","0","22.8","0","0"
"11","15","3","0","0","22.2","2.1","0","22.2","0","0"
"11","15","4","0","0","22.2","2.6","0","22.2","0","0"
"11","15","5","0","0","22.2","2.6","0","22.2","0","0"
"11","15","6","0","0","22.2","2.6","0","22.2","0","0"
"11","15","7","4","28","22.2","2.6","27.865","21.431","96.621","72.581"
"11","15","8","170","132","21.7","6.2","222.796","24.51","749.126","710.999"
"11","15","9","443","196","18.3","9.8","505.5","24.208","1725.344","1659.369"
"11","15","10","275","271","17.8","9.3","519.893","24.311","1789.697","1721.601"
"11","15","11","600","237","18.9","7.7","797.223","30.514","2667.444","2566.894"
"11","15","12","711","191","20","8.2","861.477","32.349","2857.624","2749.177"
"11","15","13","493","264","21.1","7.7","720.944","31.91","2395.16","2305.379"
"11","15","14","554","145","21.1","8.2","585.349","29.37","1959.08","1885.232"
"11","15","15","442","147","20","6.2","428.054","27.03","1429.918","1373.227"
"11","15","16","449","72","19.4","8.2","257.354","22.602","827.349","787.29"
"11","15","17","63","23","17.2","5.2","40.249","17.09","129.41","104.749"
"11","15","18","0","0","15.6","4.1","0","15.6","0","0"
"11","15","19","0","0","13.9","3.6","0","13.9","0","0"
"11","15","20","0","0","12.2","3.1","0","12.2","0","0"
"11","15","21","0","0","11.1","2.6","0","11.1","0","0"
"11","15","22","0","0","9.4","4.1","0","9.4","0","0"
"11","15","23","0","0","7.8","3.6","0","7.8","0","0"
"11","16","0","0","0","7.8","3.6","0","7.8","0","0"
"11","16","1","0","0","6.7","3.1","0","6.7","0","0"
"11","16","2","0","0","5.6","2.6","0","5.6","0","0"
"11","16","3","0","0","5","2.6","0","5","0","0"
"11","16","4","0","0","4.4","3.1","0","4.4","0","0"
"11","16","5","0","0","3.9","2.6","0","3.9","0","0"
"11","16","6","0","0","3.9","2.6","0","3.9","0","0"
"11","16","7","209","37","5.6","1.5","100.88","6.49","330.157","301.492"
"11","16","8","203","102","8.3","3.1","208.431","11.854","737.002","699.17"
"11","16","9","178","195","11.7","4.1","325.616","17.714","1150.068","1101.487"
"11","16","10","557","197","13.3","2.6","666.883","29.111","2240.616","2156.668"
"11","16","11","665","188","14.4","3.6","802.278","32.367","2659.834","2559.594"
"11","16","12","478","255","15","2.1","720.618","34.589","2364.804","2276.186"
"11","16","13","688","183","15","3.1","799.313","33.913","2628.326","2529.362"
"11","16","14","347","237","14.4","2.6","521.274","27.944","1759.977","1692.865"
"11","16","15","515","97","14.4","3.1","418.356","24.045","1411.695","1355.553"
"11","16","16","20","100","13.9","2.6","110.431","16.14","392.579","362.6"
"11","16","17","41","26","12.8","2.6","37.566","12.233","127.544","102.918"
"11","16","18","0","0","11.7","2.1","0","11.7","0","0"
"11","16","19","0","0","10.6","2.1","0","10.6","0","0"
"11","16","20","0","0","9.4","2.6","0","9.4","0","0"
"11","16","21","0","0","9.4","2.1","0","9.4","0","0"
"11","16","22","0","0","8.9","2.1","0","8.9","0","0"
"11","16","23","0","0","8.9","2.6","0","8.9","0","0"
"11","17","0","0","0","8.9","3.1","0","8.9","0","0"
"11","17","1","0","0","8.9","3.1","0","8.9","0","0"
"11","17","2","0","0","8.9","3.1","0","8.9","0","0"
"11","17","3","0","0","8.9","3.1","0","8.9","0","0"
"11","17","4","0","0","9.4","2.6","0","9.4","0","0"
"11","17","5","0","0","10","4.1","0","10","0","0"
"11","17","6","0","0","10","3.6","0","10","0","0"
"11","17","7","50","24","10.6","3.6","38.441","9.886","130.534","105.851"
"11","17","8","2","102","11.1","2.6","102.048","11.955","372.327","342.777"
"11","17","9","1","206","11.7","3.1","208.55","15.276","750.15","711.999"
"11","17","10","5","306","11.7","3.6","316.273","17.822","1124.596","1076.719"
"11","17","11","3","263","13.3","2.6","264.905","19.15","936.306","893.469"
"11","17","12","7","269","13.3","3.1","274.418","18.89","971.071","927.327"
"11","17","13","6","294","13.3","3.1","301.557","19.562","1063.813","1017.597"
"11","17","14","5","222","13.9","3.6","225.539","18.171","800.63","761.237"
"11","17","15","1","165","13.3","3.1","166.09","16.187","594.949","560.479"
"11","17","16","0","93","12.8","3.6","94.934","13.739","343.859","314.908"
"11","17","17","0","13","13.3","4.6","12.315","12.276","44.896","21.818"
"11","17","18","0","0","12.8","3.6","0","12.8","0","0"
"11","17","19","0","0","12.2","2.1","0","12.2","0","0"
"11","17","20","0","0","11.7","3.1","0","11.7","0","0"
"11","17","21","0","0","12.2","3.6","0","12.2","0","0"
"11","17","22","0","0","12.2","2.6","0","12.2","0","0"
"11","17","23","0","0","12.2","3.6","0","12.2","0","0"
"11","18","0","0","0","12.2","3.6","0","12.2","0","0"
"11","18","1","0","0","12.2","3.6","0","12.2","0","0"
"11","18","2","0","0","11.7","4.1","0","11.7","0","0"
"11","18","3","0","0","11.7","3.6","0","11.7","0","0"
"11","18","4","0","0","11.7","4.1","0","11.7","0","0"
"11","18","5","0","0","11.1","3.6","0","11.1","0","0"
"11","18","6","0","0","11.7","4.1","0","11.7","0","0"
"11","18","7","0","23","11.7","3.6","21.81","10.554","80.122","56.391"
"11","18","8","1","79","11.7","5.2","77.093","11.854","281.463","253.8"
"11","18","9","1","212","12.2","3.1","215.48","15.881","772.969","734.259"
"11","18","10","1","180","12.8","3.6","177.271","15.756","636.29","600.858"
"11","18","11","1","208","13.3","3.1","205.312","17.005","732.804","695.074"
"11","18","12","1","198","13.9","3.1","194.738","17.428","693.731","656.942"
